id;Код ОО;Задания с кратким ответом;Первичный балл;Балл;Task1;Task2;Task3;Task4;Task5;Task6;Task7;Task8;Task9;Task10;Task11;Task12;Task13;Task14;Task15;Task16;Task17;Task18;Task19;Task20;Task21;Task22;Task23;Task24;Task25;Task26;Task27
351;244015;+++++++++++++++++++++++++22;29;100;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2
352;238023;++++++++++++-+++-++++++++20;25;90;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;2;0
353;205016;+--+--+-----------+------00;4;27;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
354;205133;+----+---+--------+------00;4;27;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
355;243015;+++-++-+-+++-++++++++++--00;19;75;1;1;1;0;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0
356;247025;++++-+++-+-+-+++++++++--+10;20;78;1;1;1;1;0;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;0
357;244033;-++--+---+-+++++-++--+---00;12;56;0;1;1;0;0;1;0;0;0;1;0;1;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0
358;208016;+++--++-++++++++-+++++++-00;20;78;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0
359;249046;++-+-+++++++++-++++--+--+00;18;72;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0
360;230213;+-+-++---+-----------+---00;6;40;1;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
361;238043;+++++++--+-++++++-+++++++02;23;85;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;2
362;247018;--------++---------------00;2;14;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
363;227013;+------------------------00;1;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
364;243036;+++-------+---++--+--++--00;9;48;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0
365;241036;++++++++++++++++++++++-++20;26;93;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;2;0
366;238063;-+++-+--++---+++-++++++-+00;16;67;0;1;1;1;0;1;0;0;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;0;1;0;0
367;232103;-+++--+--------------+---10;6;40;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
368;242026;++--++--+++++++++-+++++--00;18;72;1;1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0
369;246026;++-+-+-+-+++++++++++-+-+-00;18;72;1;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;0
370;246015;++-+-+-+-+++-+----+------00;10;51;1;1;0;1;0;1;0;1;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
371;238013;+++--+--+--+-++++-+--+---00;12;56;1;1;1;0;0;1;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0
372;206015;++-+++++++--++-+-+---+-+-00;15;64;1;1;0;1;1;1;1;1;1;1;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0
373;246015;+++++++--++++++++++++++-+00;22;83;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0
374;246023;++-+++-----+------++-+---00;9;48;1;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0
375;244016;++----+-++++-+-+-++--++--00;13;59;1;1;0;0;0;0;1;0;1;1;1;1;0;1;0;1;0;1;1;0;0;1;1;0;0;0;0
376;247016;++++-+++++-+-+++++++++--+00;20;78;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0
377;246015;++++-+++++++-++++++--++-+00;20;78;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;1;0;0
378;220033;++++++-+++++++-++++++++++00;23;85;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0
379;242053;++---+---++--+-+--++-----00;9;48;1;1;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0
380;246153;++++++--+++++++++++++++--00;21;80;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
381;233016;+----+---+---------------00;3;20;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
382;220033;+++++++-++++-++++++++++-+00;22;83;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0
383;238103;-+-+-+----+++++++-+------00;11;54;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0
384;205013;+--+-+---+-----------+---00;5;34;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
385;246016;++++++-+++++-++++-+++++++00;22;83;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0
386;205163;++++++--++++++++++-++++++20;24;88;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;2;0
387;220023;-+---+---+-+---+-----+---00;6;40;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
388;238016;+++--+-+++-+--+--+-------00;10;51;1;1;1;0;0;1;0;1;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
389;245053;+-+++++--++++++-+-++-++--00;17;70;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;1;0;1;1;0;0;0;0
390;243016;++++-+-+++--+++++++++++--00;19;75;1;1;1;1;0;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
391;242043;++---+---+-----------+---00;5;34;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
392;247016;++++-+---+++---+-++------00;11;54;1;1;1;1;0;1;0;0;0;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
393;247016;+---+---++--------+------00;5;34;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
394;241036;++++++++++++-++++++++++++00;24;88;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0
395;232143;+++--+---+--++---+-------00;8;46;1;1;1;0;0;1;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
396;241046;+++--+--++++-++++++--++--10;17;70;1;1;1;0;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;0;1;0
397;246163;+-+--+---+-+------+------00;6;40;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
398;247027;+++--+-+++-++-++-++++++++10;20;78;1;1;1;0;0;1;0;1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0
399;220016;+++--+--------+---+----+-00;7;43;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
400;244016;+++--+---+-+++-+-++--+---00;12;56;1;1;1;0;0;1;0;0;0;1;0;1;1;1;0;1;0;1;1;0;0;1;0;0;0;0;0
401;246016;+-+-+----+-----+---------00;5;34;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
402;231013;++---+-+-++---+----------00;7;43;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
403;201033;+++--+---+---+----++-----00;8;46;1;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0
404;247026;++++++++-+++-+-++++++++++20;24;88;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;2;0
405;246015;+---+++--+++--++--+--+---00;11;54;1;0;0;0;1;1;1;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0
406;246053;+++--+-+-+-----------+---00;7;43;1;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
407;238093;++--++-+++-++----+---+---00;11;54;1;1;0;0;1;1;0;1;1;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0
408;238023;+++-++--+++----++++--+---10;14;62;1;1;1;0;1;1;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;1;0;0;0;1;0
409;209033;+++++++--+--++++-++++++++10;21;80;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0
410;246046;+++--+-++++++++++-+++++--00;19;75;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0
411;244033;++++++-+++-+-+-+-++++++--00;18;72;1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;1;0;1;1;1;1;1;1;0;0;0;0
412;205025;++-+-++--+++---+-+++++--+00;15;64;1;1;0;1;0;1;1;0;0;1;1;1;0;0;0;1;0;1;1;1;1;1;0;0;1;0;0
413;230043;++---++-----+--------+---00;6;40;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
414;208016;+++-+++-++++-++++++++++-+00;21;80;1;1;1;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0
415;208053;+-+------+--+------------00;4;27;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
416;244013;+++--+-+++++++-----------00;11;54;1;1;1;0;0;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
417;241046;+++-++--++++-+-+-++++++--00;17;70;1;1;1;0;1;1;0;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;0;0;0;0
418;241036;+++-++--++++--++++-++++--00;17;70;1;1;1;0;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0
419;246016;++---++--++--+++++++-+--+00;15;64;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;1;0;0
420;244015;++++++++++-++++++++++++-+00;23;85;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0
421;246153;++---+--++++-++++++++++--00;17;70;1;1;0;0;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0
422;220033;++-++++++++++++++++++++++00;24;88;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
423;243025;+----------+++++---------00;6;40;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
424;205015;++++++-++++++++++++++++++00;24;88;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
425;205015;+----++++-+++++++++++++++00;20;78;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
426;243015;++++++-+-+-+-++++++++++--00;19;75;1;1;1;1;1;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0
427;205016;+++--+---+--+--------+---00;7;43;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
428;244033;++++++-+++++-+-++++++++--00;20;78;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0
429;247025;+++++++++++++++++++++++-+21;27;95;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;2;1
430;202033;++-+-+---+++-+-+-+++++---00;14;62;1;1;0;1;0;1;0;0;0;1;1;1;0;1;0;1;0;1;1;1;1;1;0;0;0;0;0
431;209033;++++-+--++-++++++-+++++--10;19;75;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0
432;242026;++-++++---++-+++--++-+---00;14;62;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;1;0;0;1;1;0;1;0;0;0;0;0
433;241036;+++-++++++-+-++++++--++-+01;20;78;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;0;1;1;0;1;0;1
434;232043;++++-+---+++-+++-++++++-+00;18;72;1;1;1;1;0;1;0;0;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0;0
435;243016;+++-++---+----++---------00;8;46;1;1;1;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
436;230033;++---+---+-----+--++-+---00;8;46;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0
437;215013;++++++-++++++++-+++--++--20;21;80;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;2;0
438;215013;-----+--+-++---+--++++---00;9;48;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0
439;235063;+++--++--+-+-+++-++++++--00;16;67;1;1;1;0;0;1;1;0;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0
440;220033;++---++-++-+---+++++++-+-00;15;64;1;1;0;0;0;1;1;0;1;1;0;1;0;0;0;1;1;1;1;1;1;1;0;1;0;0;0
441;243025;+-----+--+---++---+++----00;8;46;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0
442;213033;++++++++++++-+++++++++-++20;25;90;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;2;0
443;205016;++++++---+++-+++++++++---00;18;72;1;1;1;1;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0
444;202033;+++-++-++++++++++++++++++10;24;88;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
445;242016;++++-++++--+-+-+-++++++--10;18;72;1;1;1;1;0;1;1;1;1;0;0;1;0;1;0;1;0;1;1;1;1;1;1;0;0;1;0
446;244016;++++-++-++-+++++++++-++-+00;20;78;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0
447;205026;+-+--+---+-----------+---00;5;34;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
448;247027;+-+------+--+-----+------00;5;34;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
449;230063;-+++++--++-+++++++++++++-00;20;78;0;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
450;220016;++--+++--+-+++-+--+--++--00;13;59;1;1;0;0;1;1;1;0;0;1;0;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0
451;244016;++++++++-+++-++++++++++-+00;22;83;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0
452;216073;++++++---++++------------00;10;51;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
453;247033;+++-++-+-+-+-+-+-+---+---00;12;56;1;1;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0
454;225023;++++++-+++++-+++++++++++-10;23;85;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0
455;243053;+++-++--++++--++-++++++++00;19;75;1;1;1;0;1;1;0;0;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;0
456;238023;-++-++--++-----+-++--+---10;11;54;0;1;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0
457;247027;---------+---------------00;1;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
458;220163;+++--+-+-+++-+++-++--+---00;14;62;1;1;1;0;0;1;0;1;0;1;1;1;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0
459;213033;+++-+++-++-+-+-+-----+---00;12;56;1;1;1;0;1;1;1;0;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0
460;249042;-++--+-+-+-+---+---------00;7;43;0;1;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
461;242036;++-+++---++----+------+--00;9;48;1;1;0;1;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
462;246025;----++-----+---------+---00;4;27;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
463;205033;+++++++++++++++--++++++++10;24;88;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0
464;242016;++-++++--+-+------+------00;9;48;1;1;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
465;242043;--+-+-+--+--+------------00;5;34;0;0;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
466;241036;++++++---+-+-++++++++++-+00;19;75;1;1;1;1;1;1;0;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0
467;238023;+++++++-++++-++++++++++-+00;22;83;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0
468;205015;+++-+++-+++++++++++++++++20;25;90;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
469;232183;+------------------------00;1;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
470;242053;+---+++--+-+-+-+---------00;8;46;1;0;0;0;1;1;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
471;242026;-++++++----++++---++-+---00;13;59;0;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;1;1;0;1;0;0;0;0;0
472;243016;+++-++++-+-+-+-+--++-++--10;16;67;1;1;1;0;1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;1;0;0;1;0
473;243043;+++-++-+++++++++++++++---00;20;78;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0
474;243015;++++++++++++-++++++++++-+00;23;85;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0
475;231013;++-+++-+-------+--+------00;8;46;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
476;238053;++++-+---+++++++-++--+---00;15;64;1;1;1;1;0;1;0;0;0;1;1;1;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0
477;238103;++--+++++++-++-+--+++++-+20;20;78;1;1;0;0;1;1;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;0;1;2;0
478;241036;+++++++-+++++++++++++++++20;26;93;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
479;247025;+++++++-+++++++++++++-++-00;22;83;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
480;206053;++-+++--++---+-+--++-+---00;12;56;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;1;1;0;1;0;0;0;0;0
481;247025;-++-+++++--+++++--+++++-+00;18;72;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0
482;243015;+++-----++-++-----+------00;8;46;1;1;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
483;243036;-+-+-----+-----+------+--00;5;34;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
484;220023;++--++---+-+++-+-+++-++--00;14;62;1;1;0;0;1;1;0;0;0;1;0;1;1;1;0;1;0;1;1;1;0;1;1;0;0;0;0
485;247026;+-+------++-++-----------00;6;40;1;0;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
486;205073;+++-++---++------+-------00;8;46;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
487;244015;++++++--+-++-+++++++++---00;18;72;1;1;1;1;1;1;0;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0
488;245123;-----++-----+--------+---00;4;27;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
489;246153;+-++++---+-++--+-+---+---00;11;54;1;0;1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0
490;246016;++---++--+-++-++---+++---00;12;56;1;1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0
491;205163;+-+--+--+++----+-+++-+---00;11;54;1;0;1;0;0;1;0;0;1;1;1;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0
492;206025;++++++++-+-++++++++--++--00;19;75;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0
493;246016;+++--++--+--+--+-+---+---00;10;51;1;1;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0
494;205025;+-+--+-+--++-++++--------00;10;51;1;0;1;0;0;1;0;1;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
495;213033;+++-+++++++++++++++++++++00;24;88;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
496;242043;++++++-++++++++++++++++++00;24;88;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
497;243036;-+-+++-++++-++++-+++-++--00;17;70;0;1;0;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0
498;241036;+++++++-+++-++++++++-++--00;20;78;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0
499;205026;++---+---++-+--+-----+---00;8;46;1;1;0;0;0;1;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
500;247023;------+--+-----+---------00;3;20;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
501;241036;+++++++-+++++++++++++++-+20;25;90;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;2;0
502;246015;--+-+++---++++++-+---++-+21;17;70;0;0;1;0;1;1;1;0;0;0;1;1;1;1;1;1;0;1;0;0;0;1;1;0;1;2;1
503;205163;+++++++-+++++++++++++++++11;26;93;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
504;242053;++++++++++-+++-+-++++++++00;22;83;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0
505;241036;++++++-+++++++++++---++-+10;21;80;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;1;1;0
506;242053;+--------+-----------+---00;3;20;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
507;244033;++++-+--+++++--+++++++---00;17;70;1;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0
508;243025;+++++++-+-++-+-++++++++--00;19;75;1;1;1;1;1;1;1;0;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0
509;243035;++++-+-+++--+--------+---10;11;54;1;1;1;1;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0
510;243015;++++++--+++++-++--+--+---00;15;64;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0
511;246026;++------+-+--++++++++++-+00;15;64;1;1;0;0;0;0;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0
512;243015;+++-++-+-+++-+++++++-++--00;18;72;1;1;1;0;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0
513;242026;+++-++-+-+++-+++-++++++-+00;19;75;1;1;1;0;1;1;0;1;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0;0
514;220163;++++-+-+-+-++------------00;9;48;1;1;1;1;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
515;203073;++++-+-+++-+-+++++++-+--+20;20;78;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;0;0;1;2;0
516;244016;++++++--++++-+++-++++++-+00;20;78;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0;0
517;246046;+++++++++++++++++++++++--22;27;95;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;2;2
518;241036;+++++++++++++++++++++++-+20;26;93;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;2;0
519;234016;++---+---+++-------------00;6;40;1;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
520;245093;++++-++--+-++--+-++--++--00;14;62;1;1;1;1;0;1;1;0;0;1;0;1;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0
521;206063;+++--+-+++-+++-+--+--++--00;14;62;1;1;1;0;0;1;0;1;1;1;0;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0
522;238047;++---+------+-----+------00;5;34;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
523;246015;+--+-----+--+---+--------10;6;40;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0
524;238013;++---+-+-+-+++++------+--00;11;54;1;1;0;0;0;1;0;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0
525;203063;+++-++--+++-++-+-+-------00;12;56;1;1;1;0;1;1;0;0;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0
526;205163;++++++---+++-+--+++--++-+00;16;67;1;1;1;1;1;1;0;0;0;1;1;1;0;1;0;0;1;1;1;0;0;1;1;0;1;0;0
