ID операции;Дата;ID тура;ID туроператора;Количество проданных путёвок
OP1329;24.01.2022;R1102;T117;17
OP1330;24.01.2022;R1128;T116;2
OP1331;24.01.2022;R1126;T109;20
OP1332;24.01.2022;R1119;T107;17
OP1333;24.01.2022;R1102;T115;15
OP1334;24.01.2022;R1105;T117;11
OP1335;24.01.2022;R1101;T116;16
OP1336;24.01.2022;R1126;T112;19
OP1337;25.01.2022;R1125;T100;12
OP1338;25.01.2022;R1132;T101;18
OP1339;25.01.2022;R1108;T116;5
OP1340;25.01.2022;R1130;T112;2
OP1341;25.01.2022;R1115;T107;4
OP1342;25.01.2022;R1108;T107;13
OP1343;25.01.2022;R1111;T118;5
OP1344;25.01.2022;R1119;T114;10
OP1345;25.01.2022;R1120;T106;3
OP1346;25.01.2022;R1121;T120;7
OP1347;25.01.2022;R1101;T118;10
OP1348;25.01.2022;R1132;T105;13
OP1349;25.01.2022;R1105;T108;7
OP1350;25.01.2022;R1101;T104;3
OP1351;25.01.2022;R1118;T112;14
OP1352;25.01.2022;R1121;T118;16
OP1353;25.01.2022;R1125;T105;12
OP1354;25.01.2022;R1106;T103;11
OP1355;25.01.2022;R1132;T120;10
OP1356;25.01.2022;R1116;T116;17
OP1357;25.01.2022;R1109;T112;7
OP1358;25.01.2022;R1113;T114;11
OP1359;25.01.2022;R1123;T107;14
OP1360;25.01.2022;R1110;T120;2
OP1361;25.01.2022;R1126;T101;17
OP1362;25.01.2022;R1119;T111;13
OP1363;25.01.2022;R1102;T117;2
OP1364;25.01.2022;R1107;T119;7
OP1365;25.01.2022;R1120;T102;5
OP1366;25.01.2022;R1119;T113;3
OP1367;25.01.2022;R1122;T107;15
OP1368;25.01.2022;R1104;T103;17
OP1369;25.01.2022;R1120;T105;10
OP1370;25.01.2022;R1130;T110;15
OP1371;25.01.2022;R1128;T103;10
OP1372;25.01.2022;R1104;T118;17
OP1373;25.01.2022;R1105;T110;20
OP1374;25.01.2022;R1114;T114;18
OP1375;25.01.2022;R1126;T118;5
OP1376;25.01.2022;R1120;T108;14
OP1377;25.01.2022;R1120;T105;17
OP1378;25.01.2022;R1107;T100;6
OP1379;25.01.2022;R1132;T105;17
OP1380;25.01.2022;R1131;T103;17
OP1381;25.01.2022;R1104;T116;2
OP1382;25.01.2022;R1123;T115;12
OP1383;25.01.2022;R1109;T116;9
OP1384;25.01.2022;R1113;T116;20
OP1385;25.01.2022;R1103;T111;19
OP1386;25.01.2022;R1111;T108;2
OP1387;25.01.2022;R1109;T111;12
OP1388;25.01.2022;R1106;T109;16
OP1389;25.01.2022;R1104;T100;17
OP1390;25.01.2022;R1117;T101;11
OP1391;25.01.2022;R1127;T117;2
OP1392;26.01.2022;R1104;T117;20
OP1393;26.01.2022;R1126;T114;20
OP1394;26.01.2022;R1127;T100;5
OP1395;26.01.2022;R1119;T104;18
OP1396;26.01.2022;R1118;T101;14
OP1397;26.01.2022;R1109;T108;2
OP1398;26.01.2022;R1101;T106;14
OP1399;26.01.2022;R1128;T100;10
OP1400;26.01.2022;R1104;T104;20
OP1401;26.01.2022;R1120;T102;5
OP1402;26.01.2022;R1104;T105;18
OP1403;26.01.2022;R1103;T107;6
OP1404;26.01.2022;R1111;T116;8
OP1405;26.01.2022;R1106;T106;18
OP1406;26.01.2022;R1127;T104;7
OP1407;26.01.2022;R1118;T106;20
OP1408;26.01.2022;R1113;T105;20
OP1409;26.01.2022;R1106;T112;18
OP1410;26.01.2022;R1128;T107;3
OP1411;26.01.2022;R1115;T110;11
OP1412;26.01.2022;R1121;T103;19
OP1413;26.01.2022;R1111;T107;15
OP1414;26.01.2022;R1128;T112;8
OP1415;26.01.2022;R1109;T102;9
OP1416;26.01.2022;R1103;T113;4
OP1417;26.01.2022;R1118;T101;3
OP1418;26.01.2022;R1126;T103;8
OP1419;26.01.2022;R1119;T111;13
OP1420;26.01.2022;R1126;T106;9
OP1421;26.01.2022;R1132;T117;8
OP1422;26.01.2022;R1102;T117;5
OP1423;26.01.2022;R1123;T116;13
OP1424;26.01.2022;R1105;T106;18
OP1425;26.01.2022;R1129;T109;6
OP1426;26.01.2022;R1103;T117;3
OP1427;26.01.2022;R1123;T114;12
OP1428;26.01.2022;R1128;T115;2
OP1429;26.01.2022;R1129;T115;15
OP1430;26.01.2022;R1116;T119;13
OP1431;26.01.2022;R1128;T111;9
OP1432;26.01.2022;R1115;T107;14
OP1433;26.01.2022;R1123;T118;17
OP1434;26.01.2022;R1118;T100;14
OP1435;26.01.2022;R1124;T119;18
OP1436;26.01.2022;R1110;T111;19
OP1437;26.01.2022;R1129;T116;17
OP1438;26.01.2022;R1111;T115;3
OP1439;26.01.2022;R1102;T113;17
OP1440;26.01.2022;R1126;T104;16
OP1441;26.01.2022;R1114;T116;15
OP1442;26.01.2022;R1122;T118;8
OP1443;26.01.2022;R1124;T118;10
OP1444;26.01.2022;R1106;T117;13
OP1445;26.01.2022;R1119;T118;18
OP1446;27.01.2022;R1110;T114;19
OP1447;27.01.2022;R1110;T104;18
OP1448;27.01.2022;R1110;T101;13
OP1449;27.01.2022;R1121;T111;20
OP1450;27.01.2022;R1101;T105;17
OP1451;27.01.2022;R1131;T111;20
OP1452;27.01.2022;R1112;T115;19
OP1453;27.01.2022;R1129;T105;20
OP1454;27.01.2022;R1129;T119;4
OP1455;27.01.2022;R1119;T110;18
OP1456;27.01.2022;R1116;T100;9
OP1457;27.01.2022;R1120;T109;6
OP1458;27.01.2022;R1120;T102;3
OP1459;27.01.2022;R1114;T114;13
OP1460;27.01.2022;R1109;T114;17
OP1461;27.01.2022;R1101;T114;9
OP1462;27.01.2022;R1114;T108;18
OP1463;27.01.2022;R1104;T104;19
OP1464;27.01.2022;R1120;T109;18
OP1465;27.01.2022;R1114;T109;20
OP1466;27.01.2022;R1131;T110;18
OP1467;27.01.2022;R1129;T120;17
OP1468;27.01.2022;R1119;T117;19
OP1469;27.01.2022;R1104;T100;18
OP1470;27.01.2022;R1110;T113;5
OP1471;27.01.2022;R1117;T119;6
OP1472;27.01.2022;R1120;T104;16
OP1473;27.01.2022;R1110;T100;17
OP1474;27.01.2022;R1109;T106;10
OP1475;27.01.2022;R1113;T111;20
OP1476;27.01.2022;R1108;T113;13
OP1477;27.01.2022;R1132;T120;3
OP1478;27.01.2022;R1112;T106;13
OP1479;27.01.2022;R1122;T111;12
OP1480;27.01.2022;R1106;T104;18
OP1481;27.01.2022;R1119;T117;14
OP1482;27.01.2022;R1105;T118;8
OP1483;27.01.2022;R1126;T118;13
OP1484;27.01.2022;R1121;T108;8
OP1485;27.01.2022;R1106;T119;8
OP1486;27.01.2022;R1101;T120;12
OP1487;27.01.2022;R1120;T113;5
OP1488;27.01.2022;R1113;T100;11
OP1489;27.01.2022;R1121;T114;6
OP1490;27.01.2022;R1120;T107;10
OP1491;27.01.2022;R1123;T109;9
OP1492;28.01.2022;R1104;T120;14
OP1493;28.01.2022;R1127;T105;16
OP1494;28.01.2022;R1113;T112;14
OP1495;28.01.2022;R1105;T107;12
OP1496;28.01.2022;R1113;T110;3
OP1497;28.01.2022;R1115;T109;19
OP1498;28.01.2022;R1131;T117;18
OP1499;28.01.2022;R1118;T100;19
OP1500;28.01.2022;R1103;T104;5
OP1501;28.01.2022;R1130;T107;17
OP1502;28.01.2022;R1124;T107;15
OP1503;28.01.2022;R1118;T117;13
OP1504;28.01.2022;R1128;T120;5
OP1505;28.01.2022;R1128;T116;12
OP1506;28.01.2022;R1111;T117;15
OP1507;28.01.2022;R1123;T113;11
OP1508;28.01.2022;R1112;T106;5
OP1509;28.01.2022;R1103;T116;2
OP1510;28.01.2022;R1122;T105;6
OP1511;28.01.2022;R1118;T114;19
OP1512;28.01.2022;R1114;T108;20
OP1513;28.01.2022;R1130;T118;19
OP1514;28.01.2022;R1119;T114;11
OP1515;28.01.2022;R1101;T112;11
OP1516;28.01.2022;R1108;T106;11
OP1517;28.01.2022;R1101;T108;5
OP1518;28.01.2022;R1113;T108;9
OP1519;28.01.2022;R1120;T103;20
OP1520;28.01.2022;R1123;T116;11
OP1521;28.01.2022;R1129;T115;8
OP1522;28.01.2022;R1112;T102;6
OP1523;28.01.2022;R1114;T103;3
OP1524;28.01.2022;R1112;T114;5
OP1525;28.01.2022;R1124;T117;13
OP1526;28.01.2022;R1110;T108;13
OP1527;28.01.2022;R1101;T120;3
OP1528;28.01.2022;R1132;T115;19
OP1529;28.01.2022;R1124;T120;4
OP1530;28.01.2022;R1101;T100;6
OP1531;28.01.2022;R1124;T105;16
OP1532;28.01.2022;R1122;T112;2
OP1533;28.01.2022;R1113;T103;3
OP1534;28.01.2022;R1105;T119;5
OP1535;29.01.2022;R1122;T117;12
OP1536;29.01.2022;R1105;T101;4
OP1537;29.01.2022;R1114;T116;13
OP1538;29.01.2022;R1131;T120;13
OP1539;29.01.2022;R1125;T120;13
OP1540;29.01.2022;R1121;T113;18
OP1541;29.01.2022;R1103;T109;13
OP1542;29.01.2022;R1102;T109;17
OP1543;29.01.2022;R1105;T104;15
OP1544;29.01.2022;R1107;T117;5
OP1545;29.01.2022;R1108;T114;12
OP1546;29.01.2022;R1114;T112;16
OP1547;29.01.2022;R1110;T106;12
OP1548;29.01.2022;R1108;T109;12
OP1549;29.01.2022;R1115;T101;18
OP1550;29.01.2022;R1107;T113;20
OP1551;29.01.2022;R1126;T106;13
OP1552;29.01.2022;R1110;T107;9
OP1553;29.01.2022;R1129;T104;12
OP1554;29.01.2022;R1127;T108;11
OP1555;29.01.2022;R1103;T109;3
OP1556;29.01.2022;R1117;T109;15
OP1557;29.01.2022;R1124;T113;5
OP1558;29.01.2022;R1126;T109;6
OP1559;29.01.2022;R1122;T118;5
OP1560;29.01.2022;R1132;T105;7
OP1561;29.01.2022;R1101;T114;2
OP1562;29.01.2022;R1106;T111;9
OP1563;29.01.2022;R1125;T114;8
OP1564;29.01.2022;R1113;T118;3
OP1565;29.01.2022;R1107;T106;11
OP1566;29.01.2022;R1125;T100;12
OP1567;29.01.2022;R1101;T110;14
OP1568;29.01.2022;R1119;T100;6
OP1569;29.01.2022;R1119;T119;18
OP1570;29.01.2022;R1111;T113;20
OP1571;29.01.2022;R1107;T110;13
OP1572;29.01.2022;R1118;T119;6
OP1573;29.01.2022;R1131;T103;9
OP1574;29.01.2022;R1106;T110;2
OP1575;29.01.2022;R1128;T109;19
OP1576;29.01.2022;R1113;T116;17
OP1577;29.01.2022;R1120;T120;16
OP1578;29.01.2022;R1121;T116;4
OP1579;29.01.2022;R1119;T115;20
OP1580;29.01.2022;R1103;T109;5
OP1581;29.01.2022;R1124;T119;4
OP1582;29.01.2022;R1126;T112;7
OP1583;29.01.2022;R1113;T109;6
OP1584;29.01.2022;R1127;T116;15
OP1585;29.01.2022;R1109;T100;8
OP1586;29.01.2022;R1111;T106;10
OP1587;29.01.2022;R1103;T116;11
OP1588;29.01.2022;R1132;T119;5
OP1589;29.01.2022;R1120;T119;2
OP1590;29.01.2022;R1111;T109;9
OP1591;29.01.2022;R1119;T101;20
OP1592;29.01.2022;R1126;T119;6
OP1593;29.01.2022;R1129;T115;3
OP1594;29.01.2022;R1125;T100;18
OP1595;29.01.2022;R1119;T108;19
OP1596;29.01.2022;R1121;T103;9
OP1597;29.01.2022;R1128;T115;7
OP1598;29.01.2022;R1122;T114;11
OP1599;29.01.2022;R1131;T114;10
OP1600;29.01.2022;R1117;T101;16
OP1601;29.01.2022;R1107;T100;13
OP1602;29.01.2022;R1116;T112;12
OP1603;30.01.2022;R1120;T111;8
OP1604;30.01.2022;R1121;T104;8
OP1605;30.01.2022;R1124;T113;4
OP1606;30.01.2022;R1129;T111;5
OP1607;30.01.2022;R1103;T115;16
OP1608;30.01.2022;R1113;T119;20
OP1609;30.01.2022;R1115;T109;4
OP1610;30.01.2022;R1118;T110;17
OP1611;30.01.2022;R1101;T103;3
OP1612;30.01.2022;R1130;T100;18
OP1613;30.01.2022;R1110;T108;16
OP1614;30.01.2022;R1126;T107;10
OP1615;30.01.2022;R1103;T120;15
OP1616;30.01.2022;R1112;T102;16
OP1617;30.01.2022;R1108;T117;16
OP1618;30.01.2022;R1109;T119;3
OP1619;30.01.2022;R1127;T113;18
OP1620;30.01.2022;R1107;T108;19
OP1621;30.01.2022;R1126;T107;13
OP1622;30.01.2022;R1104;T109;12
OP1623;30.01.2022;R1114;T117;4
OP1624;30.01.2022;R1117;T104;6
OP1625;30.01.2022;R1101;T107;6
OP1626;30.01.2022;R1101;T107;9
OP1627;30.01.2022;R1113;T104;5
OP1628;30.01.2022;R1117;T105;16
OP1629;30.01.2022;R1126;T108;19
OP1630;30.01.2022;R1117;T101;12
OP1631;30.01.2022;R1128;T110;14
OP1632;30.01.2022;R1112;T100;10
OP1633;30.01.2022;R1119;T120;8
OP1634;30.01.2022;R1103;T110;7
OP1635;30.01.2022;R1102;T109;16
OP1636;30.01.2022;R1102;T118;17
OP1637;30.01.2022;R1125;T106;20
OP1638;30.01.2022;R1107;T108;10
OP1639;30.01.2022;R1101;T111;19
OP1640;30.01.2022;R1106;T117;12
OP1641;30.01.2022;R1120;T104;3
OP1642;30.01.2022;R1119;T116;14
OP1643;30.01.2022;R1132;T115;19
OP1644;30.01.2022;R1120;T120;20
OP1645;30.01.2022;R1104;T103;17
OP1646;30.01.2022;R1106;T112;20
OP1647;30.01.2022;R1111;T107;14
OP1648;30.01.2022;R1131;T119;2
OP1649;30.01.2022;R1132;T108;19
OP1650;30.01.2022;R1132;T113;7
OP1651;30.01.2022;R1107;T106;5
OP1652;30.01.2022;R1116;T104;7
OP1653;31.01.2022;R1106;T100;16
OP1654;31.01.2022;R1114;T113;15
OP1655;31.01.2022;R1125;T115;2
OP1656;31.01.2022;R1126;T101;5
OP1657;31.01.2022;R1113;T104;13
OP1658;31.01.2022;R1109;T105;19
OP1659;31.01.2022;R1108;T101;8
OP1660;31.01.2022;R1111;T104;17
OP1661;31.01.2022;R1109;T111;5
OP1662;31.01.2022;R1112;T107;14
OP1663;31.01.2022;R1105;T111;14
OP1664;31.01.2022;R1121;T100;3
OP1665;31.01.2022;R1131;T113;18
OP1666;31.01.2022;R1114;T105;5
OP1667;31.01.2022;R1102;T108;20
OP1668;31.01.2022;R1114;T105;16
OP1669;31.01.2022;R1131;T113;9
OP1670;31.01.2022;R1115;T104;3
OP1671;31.01.2022;R1127;T102;6
OP1672;31.01.2022;R1130;T104;17
OP1673;31.01.2022;R1106;T116;16
OP1674;31.01.2022;R1127;T115;4
OP1675;31.01.2022;R1128;T108;3
OP1676;31.01.2022;R1113;T107;17
OP1677;31.01.2022;R1124;T113;12
OP1678;31.01.2022;R1123;T112;11
OP1679;31.01.2022;R1106;T111;14
OP1680;31.01.2022;R1107;T115;6
OP1681;31.01.2022;R1119;T110;19
OP1682;31.01.2022;R1126;T113;19
OP1683;31.01.2022;R1122;T116;11
OP1684;31.01.2022;R1112;T110;12
OP1685;31.01.2022;R1105;T116;4
OP1686;31.01.2022;R1121;T119;10
OP1687;31.01.2022;R1128;T106;5
OP1688;31.01.2022;R1122;T106;12
OP1689;31.01.2022;R1126;T104;7
OP1690;31.01.2022;R1129;T105;7
OP1691;31.01.2022;R1107;T112;15
OP1692;31.01.2022;R1107;T102;11
OP1693;31.01.2022;R1125;T120;2
OP1694;31.01.2022;R1101;T103;16
OP1695;01.02.2022;R1128;T110;3
OP1696;01.02.2022;R1103;T120;12
OP1697;01.02.2022;R1119;T114;16
OP1698;01.02.2022;R1108;T113;2
OP1699;01.02.2022;R1115;T118;6
OP1700;01.02.2022;R1127;T105;9
OP1701;01.02.2022;R1128;T116;3
OP1702;01.02.2022;R1126;T115;17
OP1703;01.02.2022;R1116;T112;16
OP1704;01.02.2022;R1122;T115;10
OP1705;01.02.2022;R1119;T117;4
OP1706;01.02.2022;R1104;T116;5
OP1707;01.02.2022;R1113;T120;6
OP1708;01.02.2022;R1113;T105;15
OP1709;01.02.2022;R1122;T120;15
OP1710;01.02.2022;R1124;T104;2
OP1711;01.02.2022;R1103;T118;7
OP1712;01.02.2022;R1108;T112;15
OP1713;01.02.2022;R1106;T117;12
OP1714;01.02.2022;R1106;T109;10
OP1715;01.02.2022;R1109;T107;16
OP1716;01.02.2022;R1120;T109;4
OP1717;01.02.2022;R1121;T114;12
OP1718;01.02.2022;R1103;T112;15
OP1719;01.02.2022;R1102;T109;16
OP1720;01.02.2022;R1121;T116;5
OP1721;01.02.2022;R1107;T105;20
OP1722;01.02.2022;R1127;T106;14
OP1723;01.02.2022;R1111;T107;15
OP1724;01.02.2022;R1105;T103;10
OP1725;01.02.2022;R1124;T104;5
OP1726;01.02.2022;R1130;T103;19
OP1727;01.02.2022;R1132;T109;19
OP1728;01.02.2022;R1104;T115;9
OP1729;01.02.2022;R1111;T106;19
OP1730;01.02.2022;R1125;T113;4
OP1731;01.02.2022;R1109;T109;11
OP1732;01.02.2022;R1104;T102;18
OP1733;01.02.2022;R1104;T100;17
OP1734;01.02.2022;R1124;T111;6
OP1735;01.02.2022;R1110;T120;8
OP1736;01.02.2022;R1111;T104;20
OP1737;01.02.2022;R1121;T105;19
OP1738;01.02.2022;R1108;T114;8
OP1739;01.02.2022;R1127;T101;11
OP1740;01.02.2022;R1109;T116;18
OP1741;01.02.2022;R1116;T103;20
OP1742;01.02.2022;R1115;T112;5
OP1743;01.02.2022;R1119;T103;2
OP1744;01.02.2022;R1118;T107;7
OP1745;01.02.2022;R1114;T102;14
OP1746;01.02.2022;R1108;T120;19
OP1747;01.02.2022;R1106;T103;11
OP1748;01.02.2022;R1121;T102;17
OP1749;01.02.2022;R1119;T114;4
OP1750;01.02.2022;R1127;T113;13
OP1751;01.02.2022;R1116;T103;18
OP1752;02.02.2022;R1130;T119;5
OP1753;02.02.2022;R1106;T105;2
OP1754;02.02.2022;R1101;T118;17
OP1755;02.02.2022;R1111;T106;9
OP1756;02.02.2022;R1124;T104;2
OP1757;02.02.2022;R1116;T109;15
OP1758;02.02.2022;R1111;T103;5
OP1759;02.02.2022;R1106;T108;12
OP1760;02.02.2022;R1103;T118;13
OP1761;02.02.2022;R1118;T106;13
OP1762;02.02.2022;R1112;T106;15
OP1763;02.02.2022;R1123;T101;14
OP1764;02.02.2022;R1116;T117;10
OP1765;02.02.2022;R1116;T104;8
OP1766;02.02.2022;R1118;T112;16
OP1767;02.02.2022;R1129;T103;14
OP1768;02.02.2022;R1114;T116;10
OP1769;02.02.2022;R1118;T111;6
OP1770;02.02.2022;R1130;T108;11
OP1771;02.02.2022;R1126;T113;16
OP1772;02.02.2022;R1120;T114;14
OP1773;02.02.2022;R1113;T105;19
OP1774;02.02.2022;R1105;T114;6
OP1775;02.02.2022;R1109;T108;20
OP1776;02.02.2022;R1124;T120;7
OP1777;02.02.2022;R1118;T120;10
OP1778;02.02.2022;R1130;T106;12
OP1779;02.02.2022;R1112;T108;17
OP1780;02.02.2022;R1113;T117;3
OP1781;02.02.2022;R1123;T115;7
OP1782;02.02.2022;R1127;T102;15
OP1783;02.02.2022;R1120;T102;13
OP1784;02.02.2022;R1107;T115;6
OP1785;02.02.2022;R1107;T112;6
OP1786;02.02.2022;R1105;T101;2
OP1787;02.02.2022;R1129;T116;17
OP1788;02.02.2022;R1102;T111;4
OP1789;02.02.2022;R1123;T111;8
OP1790;02.02.2022;R1119;T105;14
OP1791;02.02.2022;R1128;T118;11
OP1792;02.02.2022;R1117;T102;10
OP1793;02.02.2022;R1128;T119;3
OP1794;02.02.2022;R1122;T106;2
OP1795;02.02.2022;R1102;T119;2
OP1796;02.02.2022;R1119;T118;14
OP1797;02.02.2022;R1115;T115;16
OP1798;02.02.2022;R1121;T116;14
OP1799;02.02.2022;R1128;T110;4
OP1800;02.02.2022;R1120;T103;6
OP1801;02.02.2022;R1121;T113;13
OP1802;02.02.2022;R1117;T112;14
OP1803;02.02.2022;R1126;T114;11
OP1804;02.02.2022;R1127;T113;18
OP1805;03.02.2022;R1118;T114;2
OP1806;03.02.2022;R1116;T110;15
OP1807;03.02.2022;R1104;T118;8
OP1808;03.02.2022;R1102;T114;18
OP1809;03.02.2022;R1107;T118;16
OP1810;03.02.2022;R1112;T113;6
OP1811;03.02.2022;R1115;T101;6
OP1812;03.02.2022;R1107;T101;4
OP1813;03.02.2022;R1130;T110;3
OP1814;03.02.2022;R1120;T112;19
OP1815;03.02.2022;R1112;T114;12
OP1816;03.02.2022;R1127;T113;15
OP1817;03.02.2022;R1118;T111;12
OP1818;03.02.2022;R1122;T102;4
OP1819;03.02.2022;R1114;T108;4
OP1820;03.02.2022;R1103;T111;14
OP1821;03.02.2022;R1115;T120;4
OP1822;03.02.2022;R1120;T117;9
OP1823;03.02.2022;R1115;T109;3
OP1824;03.02.2022;R1130;T109;6
OP1825;03.02.2022;R1109;T103;7
OP1826;03.02.2022;R1130;T112;12
OP1827;03.02.2022;R1131;T100;6
OP1828;03.02.2022;R1120;T104;15
OP1829;03.02.2022;R1124;T119;14
OP1830;03.02.2022;R1124;T103;2
OP1831;03.02.2022;R1132;T103;13
OP1832;03.02.2022;R1107;T112;4
OP1833;03.02.2022;R1107;T105;9
OP1834;03.02.2022;R1129;T109;12
OP1835;03.02.2022;R1123;T117;20
OP1836;03.02.2022;R1128;T104;20
OP1837;03.02.2022;R1113;T106;6
OP1838;03.02.2022;R1122;T102;12
OP1839;03.02.2022;R1130;T108;18
OP1840;03.02.2022;R1116;T116;17
OP1841;03.02.2022;R1126;T102;15
OP1842;03.02.2022;R1130;T110;8
OP1843;03.02.2022;R1119;T110;6
OP1844;03.02.2022;R1121;T114;9
OP1845;03.02.2022;R1103;T116;7
OP1846;03.02.2022;R1111;T111;17
OP1847;03.02.2022;R1111;T120;14
OP1848;03.02.2022;R1104;T120;18
OP1849;03.02.2022;R1118;T107;2
OP1850;03.02.2022;R1109;T120;14
OP1851;03.02.2022;R1120;T118;12
OP1852;03.02.2022;R1107;T102;2
OP1853;03.02.2022;R1101;T104;13
OP1854;03.02.2022;R1132;T101;18
OP1855;03.02.2022;R1106;T114;10
OP1856;03.02.2022;R1102;T119;17
OP1857;03.02.2022;R1103;T107;19
OP1858;03.02.2022;R1103;T105;18
OP1859;03.02.2022;R1124;T109;3
OP1860;03.02.2022;R1112;T102;12
OP1861;03.02.2022;R1125;T109;2
OP1862;04.02.2022;R1118;T103;13
OP1863;04.02.2022;R1104;T112;19
OP1864;04.02.2022;R1105;T111;4
OP1865;04.02.2022;R1126;T103;10
OP1866;04.02.2022;R1114;T118;14
OP1867;04.02.2022;R1128;T109;9
OP1868;04.02.2022;R1125;T107;4
OP1869;04.02.2022;R1117;T105;18
OP1870;04.02.2022;R1110;T111;8
OP1871;04.02.2022;R1126;T120;7
OP1872;04.02.2022;R1123;T112;16
OP1873;04.02.2022;R1105;T101;10
OP1874;04.02.2022;R1113;T119;10
OP1875;04.02.2022;R1114;T120;8
OP1876;04.02.2022;R1126;T113;2
OP1877;04.02.2022;R1101;T108;20
OP1878;04.02.2022;R1129;T112;8
OP1879;04.02.2022;R1126;T110;3
OP1880;04.02.2022;R1115;T110;10
OP1881;04.02.2022;R1114;T104;18
OP1882;04.02.2022;R1109;T117;8
OP1883;04.02.2022;R1114;T118;10
OP1884;04.02.2022;R1110;T108;18
OP1885;04.02.2022;R1105;T120;6
OP1886;04.02.2022;R1106;T102;14
OP1887;04.02.2022;R1129;T115;20
OP1888;04.02.2022;R1110;T120;5
OP1889;04.02.2022;R1131;T113;19
OP1890;04.02.2022;R1105;T103;8
OP1891;04.02.2022;R1132;T119;7
OP1892;04.02.2022;R1116;T117;17
OP1893;04.02.2022;R1117;T107;12
OP1894;04.02.2022;R1101;T120;5
OP1895;04.02.2022;R1112;T115;9
OP1896;04.02.2022;R1117;T112;5
OP1897;04.02.2022;R1132;T111;10
OP1898;04.02.2022;R1116;T113;17
OP1899;04.02.2022;R1111;T103;13
OP1900;04.02.2022;R1117;T113;10
OP1901;04.02.2022;R1124;T119;4
OP1902;04.02.2022;R1119;T112;12
OP1903;04.02.2022;R1126;T119;12
OP1904;04.02.2022;R1109;T111;19
OP1905;04.02.2022;R1109;T112;18
OP1906;04.02.2022;R1116;T105;15
OP1907;04.02.2022;R1128;T117;10
OP1908;04.02.2022;R1116;T106;16
OP1909;04.02.2022;R1119;T113;6
OP1910;04.02.2022;R1123;T100;15
OP1911;04.02.2022;R1125;T120;12
OP1912;04.02.2022;R1126;T120;6
OP1913;05.02.2022;R1127;T111;10
OP1914;05.02.2022;R1103;T102;2
OP1915;05.02.2022;R1117;T112;13
OP1916;05.02.2022;R1120;T117;17
OP1917;05.02.2022;R1105;T112;20
OP1918;05.02.2022;R1131;T120;19
OP1919;05.02.2022;R1126;T113;4
OP1920;05.02.2022;R1119;T111;8
OP1921;05.02.2022;R1122;T104;7
OP1922;05.02.2022;R1103;T110;7
OP1923;05.02.2022;R1108;T119;14
OP1924;05.02.2022;R1118;T118;18
OP1925;05.02.2022;R1123;T108;15
OP1926;05.02.2022;R1105;T112;2
OP1927;05.02.2022;R1106;T112;11
OP1928;05.02.2022;R1117;T102;18
OP1929;05.02.2022;R1126;T119;15
OP1930;05.02.2022;R1128;T112;20
OP1931;05.02.2022;R1109;T106;14
OP1932;05.02.2022;R1120;T118;5
OP1933;05.02.2022;R1131;T107;11
OP1934;05.02.2022;R1122;T108;9
OP1935;05.02.2022;R1119;T110;7
OP1936;05.02.2022;R1102;T114;13
OP1937;05.02.2022;R1106;T114;6
OP1938;05.02.2022;R1103;T111;13
OP1939;05.02.2022;R1132;T109;16
OP1940;05.02.2022;R1104;T108;12
OP1941;05.02.2022;R1128;T111;19
OP1942;05.02.2022;R1119;T117;15
OP1943;05.02.2022;R1101;T101;5
OP1944;05.02.2022;R1107;T117;9
OP1945;05.02.2022;R1118;T104;15
OP1946;05.02.2022;R1131;T118;12
OP1947;05.02.2022;R1125;T120;11
OP1948;05.02.2022;R1110;T119;20
OP1949;05.02.2022;R1113;T118;12
OP1950;05.02.2022;R1103;T111;3
OP1951;05.02.2022;R1103;T105;11
OP1952;05.02.2022;R1119;T100;8
OP1953;05.02.2022;R1109;T100;4
OP1954;05.02.2022;R1123;T101;3
OP1955;05.02.2022;R1110;T109;11
OP1956;05.02.2022;R1101;T112;11
OP1957;05.02.2022;R1106;T112;11
OP1958;05.02.2022;R1106;T111;6
OP1959;05.02.2022;R1126;T108;8
OP1960;05.02.2022;R1108;T115;18
OP1961;05.02.2022;R1108;T103;18
OP1962;05.02.2022;R1107;T116;12
OP1963;05.02.2022;R1111;T107;4
OP1964;05.02.2022;R1132;T108;12
OP1965;05.02.2022;R1131;T102;17
OP1966;05.02.2022;R1125;T108;5
OP1967;05.02.2022;R1122;T102;16
OP1968;05.02.2022;R1111;T109;14
OP1969;06.02.2022;R1132;T115;6
OP1970;06.02.2022;R1113;T109;17
OP1971;06.02.2022;R1105;T103;9
OP1972;06.02.2022;R1112;T120;5
OP1973;06.02.2022;R1130;T118;11
OP1974;06.02.2022;R1127;T108;12
OP1975;06.02.2022;R1130;T115;14
OP1976;06.02.2022;R1115;T120;6
OP1977;06.02.2022;R1112;T111;6
OP1978;06.02.2022;R1113;T117;16
OP1979;06.02.2022;R1131;T103;12
OP1980;06.02.2022;R1121;T116;18
OP1981;06.02.2022;R1109;T101;18
OP1982;06.02.2022;R1104;T111;17
OP1983;06.02.2022;R1123;T117;12
OP1984;06.02.2022;R1109;T120;17
OP1985;06.02.2022;R1130;T120;12
OP1986;06.02.2022;R1131;T100;4
OP1987;06.02.2022;R1114;T106;19
OP1988;06.02.2022;R1123;T114;19
OP1989;06.02.2022;R1125;T107;2
OP1990;06.02.2022;R1111;T113;4
OP1991;06.02.2022;R1120;T104;13
OP1992;06.02.2022;R1116;T107;4
OP1993;06.02.2022;R1113;T109;9
